Geneid,Entity,Symbol,0_R1,0_R2,0_R3,6_R1,6_R2,6_R3,12_R1,12_R2,12_R3,18_R1,18_R2,18_R3
gene-PA1794,host,glnS,,,2633.0,,,,,,,,,
gene-PA0584,host,cca,567.0,1022.0,700.0,500.0,1092.0,721.0,455.0,894.0,526.0,424.0,604.0,539.0
gene-PA1233,host,gene-PA1233,89.0,132.0,88.0,77.0,133.0,97.0,56.0,92.0,100.0,52.0,94.0,92.0
gene-PA2193,host,hcnA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA5264,host,gene-PA5264,495.0,1888.0,821.0,553.0,1122.0,509.0,332.0,582.0,391.0,383.0,474.0,425.0
gene-PA4900,host,gene-PA4900,69.0,129.0,131.0,53.0,76.0,45.0,38.0,94.0,72.0,51.0,69.0,63.0
gene-PA3930,host,cioA,1215.0,1618.0,971.0,,1227.0,2245.0,,805.0,937.0,,1212.0,777.0
gene-PA2374,host,gene-PA2374,32.0,141.0,52.0,55.0,108.0,14.0,20.0,34.0,16.0,17.0,40.0,22.0
gene-PA0490,host,gene-PA0490,199.0,452.0,340.0,135.0,330.0,88.0,63.0,104.0,102.0,108.0,155.0,154.0
gene-PA5220,host,gene-PA5220,404.0,495.0,265.0,354.0,506.0,373.0,189.0,257.0,215.0,177.0,233.0,180.0
gene-PA2785,host,gene-PA2785,17.0,30.0,17.0,18.0,32.0,24.0,26.0,16.0,17.0,17.0,24.0,13.0
gene-PA2497,host,gene-PA2497,102.0,408.0,142.0,69.0,124.0,43.0,42.0,65.0,72.0,29.0,71.0,35.0
gene-PA2562,host,gene-PA2562,1137.0,2497.0,1442.0,906.0,2279.0,654.0,476.0,849.0,463.0,568.0,754.0,763.0
gene-PA4862,host,gene-PA4862,41.0,95.0,77.0,25.0,56.0,68.0,17.0,44.0,37.0,24.0,31.0,27.0
gene-PA3055,host,gene-PA3055,280.0,700.0,323.0,209.0,539.0,321.0,120.0,298.0,321.0,141.0,203.0,266.0
gene-PA4078,host,gene-PA4078,158.0,315.0,183.0,106.0,186.0,89.0,82.0,121.0,116.0,105.0,131.0,94.0
gene-PA5498,host,gene-PA5498,598.0,1014.0,1136.0,871.0,1655.0,673.0,377.0,973.0,606.0,408.0,444.0,537.0
gene-PA1209,host,gene-PA1209,70.0,308.0,180.0,103.0,363.0,79.0,58.0,236.0,99.0,72.0,135.0,69.0
gene-PA2462,host,gene-PA2462,,,,,,,,,,,,
gene-PA0342,host,thyA,1003.0,1237.0,1343.0,1343.0,3414.0,2286.0,1131.0,1969.0,1407.0,1175.0,1413.0,1639.0
gene-PA4237,host,rplQ,,,,,,,,,,,,
gene-PA1301,host,gene-PA1301,38.0,53.0,30.0,27.0,103.0,106.0,139.0,91.0,140.0,85.0,143.0,221.0
gene-PA3945,host,gene-PA3945,440.0,1369.0,873.0,285.0,483.0,259.0,194.0,210.0,307.0,258.0,310.0,276.0
gene-PA1911,host,femR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA0798,host,pmtA,132.0,213.0,173.0,98.0,207.0,155.0,82.0,156.0,147.0,103.0,137.0,113.0
gene-PA4351,host,gene-PA4351,,,,,3552.0,571.0,566.0,881.0,473.0,964.0,532.0,198.0
gene-PA3044,host,gene-PA3044,154.0,371.0,188.0,172.0,465.0,211.0,88.0,229.0,145.0,107.0,139.0,136.0
gene-PA3348,host,gene-PA3348,,,,,,2530.0,1041.0,2224.0,1742.0,1387.0,1658.0,1755.0
gene-PA3776,host,gene-PA3776,54.0,101.0,59.0,69.0,196.0,86.0,53.0,59.0,66.0,49.0,72.0,76.0
gene-PA2318,host,gene-PA2318,488.0,1530.0,603.0,333.0,1401.0,297.0,217.0,758.0,235.0,209.0,710.0,167.0
gene-PA3530,host,gene-PA3530,48.0,140.0,73.0,47.0,173.0,224.0,160.0,361.0,754.0,46.0,128.0,471.0
gene-PA1182,host,gene-PA1182,87.0,180.0,160.0,108.0,149.0,88.0,37.0,97.0,104.0,86.0,97.0,98.0
gene-PA1112a,host,gene-PA1112a,561.0,822.0,545.0,1326.0,1921.0,824.0,743.0,1153.0,542.0,508.0,633.0,437.0
gene-PA3395,host,nosY,57.0,52.0,1177.0,60.0,95.0,1711.0,197.0,121.0,587.0,300.0,263.0,615.0
gene-PA1883,host,gene-PA1883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA2362,host,gene-PA2362,37.0,73.0,26.0,38.0,50.0,13.0,10.0,21.0,19.0,27.0,26.0,25.0
gene-PA4916,host,gene-PA4916,1167.0,2045.0,,957.0,741.0,212.0,296.0,343.0,756.0,321.0,328.0,224.0
gene-PA3701,host,prfB,,2141.0,2564.0,,,,,,,,,
gene-PA2176,host,gene-PA2176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA3516,host,gene-PA3516,69.0,134.0,93.0,33.0,91.0,74.0,31.0,44.0,72.0,51.0,65.0,66.0
gene-PA0216,host,gene-PA0216,101.0,181.0,114.0,67.0,134.0,58.0,53.0,80.0,60.0,60.0,59.0,96.0
gene-PA4848,host,accC,,,,,,,,,,,,
gene-PA1115,host,gene-PA1115,888.0,2418.0,1651.0,847.0,1639.0,799.0,492.0,1272.0,1071.0,477.0,931.0,798.0
gene-PA4948,host,gene-PA4948,848.0,1469.0,1185.0,793.0,1506.0,934.0,660.0,1007.0,737.0,664.0,903.0,743.0
gene-PA2852,host,gene-PA2852,278.0,416.0,320.0,242.0,528.0,358.0,181.0,313.0,292.0,211.0,323.0,300.0
gene-PA4140,host,gene-PA4140,79.0,179.0,98.0,52.0,135.0,80.0,50.0,73.0,82.0,64.0,84.0,76.0
gene-PA0574,host,gene-PA0574,241.0,677.0,333.0,150.0,460.0,376.0,146.0,321.0,359.0,194.0,289.0,287.0
gene-PA0830,host,gene-PA0830,278.0,1405.0,1357.0,352.0,778.0,151.0,184.0,375.0,276.0,347.0,589.0,154.0
gene-PA2901,host,gene-PA2901,740.0,842.0,640.0,969.0,2269.0,1352.0,942.0,1488.0,901.0,898.0,1174.0,1286.0
gene-PA3852,host,gene-PA3852,599.0,1319.0,1214.0,369.0,1145.0,833.0,318.0,609.0,724.0,374.0,570.0,445.0
gene-PA2036,host,gene-PA2036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA3676,host,gene-PA3676,397.0,662.0,722.0,474.0,1269.0,1103.0,567.0,1096.0,833.0,508.0,1031.0,2190.0
gene-PA2242,host,pslL,478.0,436.0,482.0,394.0,452.0,301.0,408.0,323.0,299.0,793.0,495.0,1119.0
gene-PA2704,host,gene-PA2704,136.0,322.0,177.0,181.0,289.0,223.0,111.0,194.0,122.0,93.0,159.0,235.0
gene-PA0555,host,fda,,2879.0,,,,,,,,,,
gene-PA2627,host,gene-PA2627,921.0,1147.0,713.0,867.0,2158.0,1248.0,751.0,1233.0,860.0,890.0,1101.0,980.0
gene-PA4524,host,nadC,523.0,634.0,710.0,628.0,1275.0,1120.0,541.0,876.0,759.0,741.0,749.0,1006.0
gene-PA1649,host,gene-PA1649,77.0,124.0,142.0,100.0,1046.0,907.0,191.0,336.0,554.0,105.0,239.0,115.0
gene-PA4143,host,gene-PA4143,117.0,165.0,93.0,90.0,150.0,59.0,38.0,70.0,58.0,55.0,65.0,62.0
gene-PA4938,host,purA,,,,,,,,,,,,
gene-PA3050,host,pyrD,1139.0,1307.0,1199.0,1659.0,3322.0,2233.0,1420.0,2167.0,1215.0,1532.0,1728.0,1858.0
gene-PA3354,host,gene-PA3354,730.0,1883.0,1034.0,450.0,890.0,300.0,331.0,434.0,374.0,352.0,516.0,319.0
gene-PA1281,host,cobV,117.0,162.0,121.0,129.0,148.0,63.0,94.0,104.0,173.0,117.0,159.0,212.0
gene-PA0064,host,gene-PA0064,618.0,753.0,562.0,281.0,679.0,583.0,239.0,461.0,601.0,396.0,547.0,749.0
gene-PA2686,host,pfeR,163.0,214.0,192.0,218.0,383.0,343.0,349.0,429.0,656.0,166.0,436.0,677.0
gene-PA5278,host,dapF,1622.0,2057.0,1363.0,1221.0,3252.0,2170.0,1346.0,1795.0,1465.0,1332.0,2070.0,1883.0
gene-PA4869,host,gene-PA4869,296.0,1688.0,684.0,341.0,748.0,296.0,165.0,332.0,239.0,154.0,284.0,170.0
gene-PA1850,host,gene-PA1850,196.0,467.0,258.0,126.0,447.0,169.0,130.0,263.0,153.0,201.0,310.0,100.0
gene-PA2017,host,gene-PA2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA1370,host,gene-PA1370,419.0,601.0,513.0,321.0,491.0,433.0,194.0,329.0,392.0,172.0,288.0,467.0
gene-PA4587,host,ccpR,,,,,,,,,,,,
gene-PA5275,host,gene-PA5275,162.0,749.0,480.0,226.0,615.0,324.0,156.0,305.0,248.0,197.0,303.0,299.0
gene-PA4194,host,gene-PA4194,50.0,119.0,120.0,21.0,82.0,42.0,41.0,53.0,53.0,47.0,69.0,41.0
gene-PA4995,host,gene-PA4995,248.0,505.0,422.0,613.0,789.0,428.0,275.0,581.0,341.0,258.0,387.0,319.0
gene-PA2553,host,gene-PA2553,798.0,,599.0,1092.0,2972.0,355.0,322.0,1062.0,297.0,283.0,498.0,181.0
gene-PA1274,host,gene-PA1274,185.0,160.0,76.0,204.0,253.0,270.0,191.0,341.0,309.0,219.0,362.0,351.0
gene-PA2539,host,gene-PA2539,329.0,333.0,417.0,307.0,316.0,298.0,222.0,264.0,425.0,305.0,400.0,486.0
gene-PA3985,host,gene-PA3985,233.0,314.0,277.0,188.0,489.0,377.0,123.0,276.0,318.0,183.0,258.0,312.0
gene-PA3773,host,gene-PA3773,26.0,42.0,30.0,19.0,38.0,19.0,11.0,13.0,15.0,11.0,9.0,5.0
gene-PA3599,host,gene-PA3599,258.0,540.0,358.0,190.0,441.0,255.0,197.0,237.0,327.0,191.0,292.0,291.0
gene-PA3644,host,lpxA,,2371.0,2319.0,,,,,,,,,
gene-PA4104,host,gene-PA4104,25.0,22.0,27.0,12.0,29.0,34.0,6.0,30.0,19.0,10.0,14.0,28.0
gene-PA4773,host,gene-PA4773,124.0,151.0,226.0,78.0,172.0,227.0,97.0,134.0,226.0,136.0,215.0,352.0
gene-PA2259,host,ptxS,,2528.0,,596.0,286.0,176.0,266.0,116.0,525.0,386.0,303.0,187.0
gene-PA4618,host,gene-PA4618,952.0,2918.0,2243.0,882.0,2837.0,1280.0,663.0,1385.0,954.0,756.0,1236.0,936.0
gene-PA1381,host,gene-PA1381,18.0,44.0,41.0,23.0,55.0,19.0,12.0,36.0,32.0,17.0,27.0,28.0
gene-PA2746,host,gene-PA2746,161.0,269.0,224.0,138.0,160.0,88.0,83.0,104.0,105.0,91.0,145.0,111.0
gene-PA4574,host,gene-PA4574,225.0,319.0,300.0,489.0,1133.0,769.0,464.0,975.0,375.0,642.0,651.0,818.0
gene-PA1169,host,gene-PA1169,133.0,318.0,204.0,79.0,251.0,103.0,65.0,148.0,125.0,86.0,124.0,95.0
gene-PA1245,host,gene-PA1245,577.0,1282.0,621.0,315.0,796.0,403.0,173.0,510.0,393.0,262.0,388.0,357.0
gene-PA4457,host,gene-PA4457,,,,,,,,,,,,
gene-PA4834,host,gene-PA4834,127.0,306.0,203.0,65.0,119.0,88.0,41.0,65.0,46.0,67.0,105.0,72.0
gene-PA2549,host,gene-PA2549,249.0,513.0,454.0,271.0,1202.0,747.0,285.0,861.0,625.0,240.0,621.0,501.0
gene-PA3749,host,gene-PA3749,108.0,200.0,185.0,173.0,271.0,261.0,94.0,191.0,234.0,81.0,118.0,295.0
gene-PA0409,host,pilH,,,,,,1582.0,,,,,,
gene-PA1711,host,gene-PA1711,273.0,303.0,572.0,180.0,287.0,632.0,115.0,233.0,500.0,168.0,231.0,436.0
gene-PA4861,host,gene-PA4861,25.0,46.0,49.0,19.0,53.0,82.0,17.0,43.0,28.0,15.0,25.0,20.0
gene-PA5242,host,ppk,,,,,,,,,,,,
gene-PA4999,host,waaL,926.0,1196.0,1222.0,1220.0,2425.0,1433.0,929.0,1632.0,1018.0,917.0,1279.0,1184.0
gene-PA1750,host,gene-PA1750,1480.0,1884.0,1646.0,1588.0,,,1402.0,,,1582.0,,
gene-PA2651,host,gene-PA2651,405.0,884.0,764.0,469.0,1264.0,839.0,339.0,694.0,692.0,359.0,544.0,757.0
gene-PA3287,host,gene-PA3287,139.0,188.0,137.0,89.0,144.0,152.0,148.0,,,131.0,1186.0,1466.0
gene-PA2779,host,gene-PA2779,249.0,506.0,317.0,240.0,446.0,193.0,165.0,196.0,172.0,146.0,179.0,412.0
gene-PA5099,host,gene-PA5099,209.0,664.0,115.0,92.0,601.0,52.0,67.0,397.0,34.0,59.0,220.0,45.0
gene-PA0602,host,gene-PA0602,408.0,757.0,489.0,344.0,578.0,217.0,159.0,506.0,550.0,189.0,466.0,428.0
gene-PA2859,host,greB,403.0,720.0,448.0,414.0,784.0,374.0,258.0,529.0,390.0,261.0,488.0,425.0
gene-PA1132,host,gene-PA1132,342.0,370.0,505.0,614.0,1087.0,896.0,408.0,798.0,587.0,319.0,442.0,565.0
gene-PA4583,host,gene-PA4583,421.0,524.0,493.0,368.0,528.0,584.0,311.0,308.0,445.0,339.0,285.0,702.0
gene-PA2057,host,gene-PA2057,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA0543,host,gene-PA0543,226.0,613.0,325.0,155.0,259.0,128.0,118.0,115.0,105.0,123.0,138.0,94.0
gene-PA3452,host,mqoA,323.0,544.0,474.0,807.0,1319.0,1284.0,867.0,1281.0,1017.0,982.0,1224.0,
gene-PA2032,host,gene-PA2032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA2896,host,gene-PA2896,401.0,1227.0,649.0,394.0,1282.0,425.0,237.0,585.0,272.0,344.0,526.0,374.0
gene-PA3774,host,gene-PA3774,24.0,29.0,24.0,21.0,36.0,25.0,8.0,19.0,15.0,10.0,10.0,16.0
gene-PA3713,host,spdH,261.0,427.0,332.0,231.0,823.0,644.0,684.0,819.0,577.0,899.0,1064.0,1548.0
gene-PA0949,host,wrbA,933.0,1165.0,1051.0,844.0,2679.0,1832.0,1072.0,1475.0,1075.0,1082.0,1318.0,1548.0
gene-PA1135,host,gene-PA1135,174.0,372.0,266.0,352.0,1092.0,212.0,167.0,733.0,100.0,125.0,251.0,102.0
gene-PA0836.1,host,gene-PA0836.1,1597.0,,,630.0,719.0,256.0,318.0,323.0,625.0,685.0,677.0,295.0
gene-PA3100,host,xcpU,206.0,380.0,278.0,231.0,576.0,222.0,140.0,307.0,238.0,155.0,298.0,379.0
gene-PA0485,host,gene-PA0485,375.0,1695.0,813.0,669.0,2472.0,825.0,369.0,1073.0,584.0,433.0,645.0,498.0
gene-PA2593,host,qteE,101.0,99.0,58.0,111.0,169.0,76.0,65.0,67.0,52.0,79.0,78.0,55.0
gene-PA1297,host,gene-PA1297,180.0,287.0,203.0,209.0,313.0,240.0,132.0,175.0,199.0,150.0,183.0,202.0
gene-PA0304,host,spuH,690.0,839.0,931.0,553.0,1223.0,1134.0,449.0,821.0,825.0,429.0,763.0,909.0
gene-PA3623,host,gene-PA3623,,,,1274.0,2966.0,2297.0,1152.0,1655.0,1719.0,1383.0,1853.0,1723.0
gene-PA4734,host,gene-PA4734,447.0,809.0,755.0,270.0,804.0,432.0,240.0,448.0,601.0,312.0,437.0,405.0
gene-PA3065,host,gene-PA3065,48.0,205.0,84.0,55.0,81.0,85.0,35.0,60.0,64.0,27.0,59.0,42.0
gene-PA3720,host,gene-PA3720,49.0,135.0,45.0,71.0,95.0,64.0,105.0,156.0,208.0,73.0,240.0,281.0
gene-PA5218,host,gene-PA5218,248.0,673.0,393.0,164.0,311.0,154.0,116.0,172.0,223.0,119.0,226.0,135.0
gene-PA1255,host,gene-PA1255,26.0,62.0,39.0,24.0,28.0,14.0,6.0,17.0,17.0,12.0,27.0,8.0
gene-PA4089,host,gene-PA4089,32.0,99.0,45.0,27.0,38.0,18.0,17.0,27.0,28.0,16.0,20.0,12.0
gene-PA2483,host,gene-PA2483,739.0,1892.0,1216.0,410.0,1057.0,548.0,267.0,550.0,552.0,422.0,677.0,482.0
gene-PA0643,host,gene-PA0643,767.0,820.0,1849.0,591.0,816.0,1214.0,438.0,423.0,992.0,406.0,438.0,1193.0
gene-PA5342,host,gene-PA5342,338.0,565.0,403.0,252.0,751.0,536.0,220.0,442.0,471.0,266.0,477.0,447.0
gene-PA5169,host,gene-PA5169,114.0,262.0,188.0,147.0,162.0,244.0,52.0,125.0,926.0,70.0,98.0,337.0
gene-PA4868,host,ureC,1383.0,1403.0,1487.0,889.0,1286.0,638.0,285.0,512.0,360.0,298.0,367.0,313.0
gene-PA3589,host,gene-PA3589,31.0,47.0,23.0,19.0,46.0,23.0,10.0,21.0,18.0,10.0,23.0,28.0
gene-PA0672,host,hemO,34.0,206.0,90.0,38.0,54.0,48.0,295.0,68.0,417.0,88.0,336.0,703.0
gene-PA3133,host,gene-PA3133,89.0,101.0,72.0,39.0,155.0,124.0,39.0,70.0,69.0,56.0,76.0,61.0
gene-PA4408,host,ftsA,,,,,,,,,,,,
gene-PA3418,host,ldh,298.0,1342.0,404.0,123.0,151.0,66.0,87.0,67.0,81.0,178.0,176.0,56.0
gene-PA1013.1,host,gene-PA1013.1,377.0,468.0,400.0,262.0,568.0,661.0,238.0,598.0,453.0,313.0,431.0,436.0
gene-PA3177,host,gene-PA3177,633.0,1294.0,609.0,392.0,725.0,437.0,362.0,358.0,397.0,446.0,515.0,474.0
gene-PA2669,host,gene-PA2669,76.0,174.0,126.0,71.0,124.0,65.0,53.0,53.0,41.0,44.0,58.0,62.0
gene-PA5290,host,gene-PA5290,628.0,732.0,648.0,528.0,1093.0,651.0,458.0,693.0,672.0,387.0,562.0,635.0
gene-PA2942,host,gene-PA2942,569.0,731.0,530.0,579.0,1401.0,823.0,482.0,801.0,679.0,542.0,706.0,691.0
gene-PA2360,host,gene-PA2360,66.0,97.0,52.0,54.0,117.0,63.0,28.0,70.0,24.0,29.0,46.0,47.0
gene-PA0513,host,gene-PA0513,562.0,919.0,,509.0,800.0,1361.0,208.0,226.0,449.0,509.0,367.0,506.0
gene-PA3276,host,gene-PA3276,81.0,151.0,93.0,104.0,312.0,272.0,98.0,239.0,180.0,120.0,177.0,218.0
gene-PA4658,host,gene-PA4658,345.0,1342.0,1202.0,505.0,2785.0,544.0,286.0,1210.0,488.0,311.0,782.0,348.0
gene-PA3440a,host,gene-PA3440a,573.0,565.0,555.0,442.0,1215.0,771.0,456.0,729.0,679.0,504.0,665.0,760.0
gene-PA3273,host,gene-PA3273,57.0,179.0,59.0,27.0,49.0,16.0,25.0,31.0,42.0,26.0,43.0,49.0
gene-PA4611,host,gene-PA4611,,,,1447.0,3450.0,783.0,514.0,,1471.0,1009.0,1803.0,
gene-PA4338,host,gene-PA4338,183.0,333.0,316.0,107.0,254.0,198.0,85.0,143.0,176.0,104.0,119.0,243.0
gene-PA1368,host,gene-PA1368,189.0,441.0,289.0,99.0,203.0,100.0,83.0,119.0,118.0,92.0,170.0,110.0
gene-PA0036,host,trpB,463.0,1220.0,763.0,169.0,598.0,301.0,211.0,306.0,656.0,378.0,589.0,726.0
gene-PA1098,host,fleS,1203.0,1915.0,1522.0,1194.0,1524.0,1047.0,660.0,964.0,1113.0,898.0,1035.0,818.0
gene-PA5248,host,gene-PA5248,298.0,724.0,476.0,488.0,961.0,676.0,779.0,751.0,873.0,579.0,819.0,892.0
gene-PA3942,host,tesB,596.0,1141.0,1011.0,680.0,1434.0,939.0,502.0,885.0,979.0,503.0,614.0,721.0
gene-PA1667,host,gene-PA1667,928.0,511.0,364.0,751.0,458.0,211.0,749.0,247.0,224.0,768.0,402.0,230.0
gene-PA3468,host,gene-PA3468,427.0,476.0,461.0,452.0,1220.0,931.0,434.0,772.0,822.0,450.0,812.0,996.0
gene-PA3469,host,gene-PA3469,391.0,419.0,442.0,297.0,781.0,578.0,369.0,504.0,529.0,349.0,586.0,639.0
gene-PA1881,host,gene-PA1881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA0443,host,gene-PA0443,66.0,146.0,82.0,30.0,78.0,44.0,21.0,34.0,52.0,35.0,26.0,34.0
gene-PA0917,host,kup,687.0,1061.0,1308.0,652.0,1807.0,1376.0,528.0,1049.0,826.0,759.0,958.0,961.0
gene-PA4175,host,piv,542.0,591.0,708.0,458.0,766.0,667.0,337.0,728.0,534.0,327.0,555.0,624.0
gene-PA2639,host,nuoD,,,2387.0,,,,,,,,,
gene-PA0017,host,gene-PA0017,595.0,1148.0,1084.0,1346.0,2869.0,1976.0,916.0,2021.0,1484.0,995.0,1146.0,1674.0
gene-PA0347,host,glpQ,86.0,195.0,142.0,72.0,153.0,72.0,54.0,79.0,67.0,64.0,114.0,115.0
gene-PA3124,host,gene-PA3124,245.0,1177.0,864.0,233.0,563.0,253.0,99.0,308.0,356.0,164.0,273.0,301.0
gene-PA3622,host,rpoS,1660.0,,1784.0,634.0,1121.0,747.0,498.0,617.0,702.0,576.0,832.0,605.0
gene-PA0581,host,gene-PA0581,512.0,831.0,1049.0,641.0,1298.0,964.0,598.0,1034.0,703.0,621.0,829.0,839.0
gene-PA2436,host,gene-PA2436,521.0,793.0,449.0,291.0,682.0,301.0,350.0,656.0,477.0,351.0,640.0,581.0
gene-PA4284,host,recB,1384.0,1936.0,2767.0,1231.0,2139.0,1752.0,1019.0,1637.0,2045.0,1226.0,1835.0,2293.0
gene-PA2077,host,gene-PA2077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA0197,host,tonB2,45.0,119.0,99.0,75.0,157.0,40.0,29.0,45.0,24.0,20.0,16.0,23.0
gene-PA2750a,host,gene-PA2750a,197.0,350.0,313.0,130.0,297.0,170.0,98.0,148.0,141.0,114.0,157.0,165.0
gene-PA4584,host,gene-PA4584,312.0,424.0,342.0,246.0,344.0,368.0,242.0,213.0,361.0,247.0,239.0,454.0
gene-PA3083,host,pepN,,,,,,,,,,,,
gene-PA3700,host,lysS,,2043.0,2056.0,,,,,,,,,
gene-PA5249,host,gene-PA5249,289.0,846.0,1049.0,186.0,421.0,215.0,148.0,209.0,325.0,157.0,244.0,183.0
gene-PA4639,host,gene-PA4639,1108.0,1095.0,1215.0,885.0,2399.0,1505.0,929.0,1097.0,941.0,1056.0,1180.0,1394.0
gene-PA2820,host,gene-PA2820,831.0,1817.0,1891.0,868.0,1618.0,684.0,510.0,961.0,2001.0,469.0,738.0,651.0
gene-PA0594,host,surA,,,,,,,,,,,,
gene-PA4709,host,gene-PA4709,90.0,161.0,97.0,68.0,108.0,69.0,172.0,80.0,234.0,50.0,171.0,286.0
gene-PA2526,host,gene-PA2526,391.0,488.0,563.0,390.0,539.0,578.0,419.0,801.0,601.0,478.0,966.0,719.0
gene-PA5000,host,wapR,1532.0,2698.0,2695.0,1239.0,2086.0,1367.0,1451.0,1713.0,1774.0,1456.0,2018.0,1730.0
gene-PA4901,host,mdlC,70.0,123.0,100.0,54.0,102.0,59.0,47.0,183.0,281.0,46.0,81.0,69.0
gene-PA0466,host,gene-PA0466,22.0,113.0,71.0,50.0,60.0,55.0,16.0,56.0,23.0,25.0,30.0,36.0
gene-PA4350,host,gene-PA4350,1852.0,,,,2242.0,300.0,290.0,460.0,141.0,342.0,216.0,100.0
gene-PA3961,host,gene-PA3961,1172.0,1321.0,1240.0,821.0,1619.0,1224.0,728.0,1039.0,1062.0,904.0,1188.0,1138.0
gene-PA4233,host,gene-PA4233,1579.0,1806.0,2303.0,,,,,,,,,
gene-PA1293,host,gene-PA1293,595.0,573.0,488.0,187.0,1085.0,794.0,218.0,279.0,427.0,386.0,375.0,319.0
gene-PA1773,host,cmaX,381.0,626.0,644.0,586.0,1079.0,916.0,437.0,844.0,599.0,480.0,618.0,915.0
gene-PA4324,host,gene-PA4324,1732.0,,,1727.0,2473.0,1185.0,995.0,1422.0,1375.0,951.0,1505.0,1008.0
gene-PA2678,host,gene-PA2678,104.0,246.0,123.0,51.0,82.0,40.0,43.0,47.0,75.0,26.0,75.0,29.0
gene-PA1555.1,host,ccoQ2,,,,,,1618.0,,2298.0,563.0,1641.0,1082.0,356.0
gene-PA0978,host,gene-PA0978,108.0,126.0,81.0,100.0,120.0,71.0,99.0,87.0,70.0,81.0,85.0,87.0
gene-PA3752,host,gene-PA3752,290.0,950.0,525.0,280.0,583.0,408.0,125.0,382.0,480.0,154.0,253.0,299.0
gene-PA2278,host,arsB,126.0,145.0,84.0,91.0,207.0,152.0,89.0,123.0,128.0,90.0,157.0,169.0
gene-PA4290,host,gene-PA4290,116.0,471.0,194.0,99.0,505.0,614.0,49.0,123.0,558.0,52.0,56.0,77.0
gene-PA0937,host,gene-PA0937,751.0,1085.0,1046.0,588.0,1768.0,1457.0,609.0,1122.0,1088.0,722.0,977.0,1292.0
gene-PA0878,host,gene-PA0878,49.0,117.0,59.0,22.0,47.0,15.0,19.0,29.0,29.0,17.0,44.0,27.0
gene-PA4314,host,purU1,1845.0,2702.0,2027.0,1475.0,,,,2354.0,2176.0,,,
gene-PA1129,host,gene-PA1129,145.0,324.0,123.0,83.0,164.0,92.0,45.0,61.0,107.0,40.0,67.0,94.0
gene-PA1661,host,gene-PA1661,676.0,356.0,227.0,756.0,358.0,254.0,745.0,400.0,156.0,348.0,399.0,179.0
gene-PA1991,host,gene-PA1991,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA5419,host,soxG,53.0,112.0,67.0,44.0,114.0,38.0,29.0,46.0,18.0,22.0,43.0,40.0
gene-PA5019,host,gene-PA5019,880.0,1685.0,1412.0,771.0,1837.0,1385.0,737.0,1154.0,933.0,895.0,1112.0,1016.0
gene-PA5215,host,gcvT1,,1954.0,1803.0,1817.0,,,1531.0,,2001.0,1691.0,,
gene-PA4127,host,hpcG,53.0,220.0,75.0,72.0,288.0,51.0,86.0,170.0,32.0,40.0,131.0,67.0
gene-PA0072,host,gene-PA0072,185.0,121.0,280.0,163.0,140.0,223.0,121.0,113.0,156.0,130.0,117.0,255.0
gene-PA1539,host,gene-PA1539,187.0,671.0,369.0,306.0,569.0,208.0,171.0,297.0,250.0,153.0,241.0,148.0
gene-PA3718,host,gene-PA3718,84.0,162.0,94.0,104.0,200.0,137.0,87.0,121.0,102.0,65.0,113.0,132.0
gene-PA3167,host,serC,,3087.0,2482.0,,,,,,,,,
gene-PA1717,host,pscD,104.0,115.0,211.0,81.0,170.0,284.0,99.0,91.0,350.0,107.0,151.0,385.0
gene-PA3955,host,gene-PA3955,142.0,240.0,278.0,138.0,427.0,327.0,115.0,247.0,308.0,163.0,215.0,223.0
gene-PA4002,host,rodA,816.0,1046.0,1262.0,887.0,1455.0,1645.0,1014.0,1547.0,1426.0,975.0,1322.0,1380.0
gene-PA0763,host,mucA,,,,,,,,,,,,
gene-PA4634,host,gene-PA4634,385.0,1357.0,1268.0,451.0,831.0,448.0,221.0,445.0,384.0,294.0,358.0,386.0
gene-PA4732,host,pgi,1706.0,,2239.0,1243.0,3081.0,2227.0,1052.0,1885.0,2149.0,1158.0,1917.0,1952.0
gene-PA5362,host,gene-PA5362,598.0,793.0,1042.0,939.0,1573.0,958.0,631.0,1149.0,1249.0,592.0,915.0,978.0
